"accessno","author"
"0000009130","Garcia, Elisa B."
"0000009131","Crossley, Heather"
"0000009132","Ilagan, Christian"
"0000009133","Orbeta, Ramon Nepomuceno"
"0000009134","Divino Verbo"
"0000009135","Sanchez, Bro. Bo"
"0000009136","Sanchez, Elifast"
"0000009137","Santiago, Kristine Angela"
"0000009139","Fabian, Rosario"
"0000009140","Fabian, Rosario"
"0000009141","Fuller, Harry J."
"0000009143","Guzman, Gloria V."
"0000009147","Warwick, Lynda"
"0000009148","Villafuerte, Patrocinio V."
"0000009149","Chan, Edita I."
"0000009150","Villafuerte, Patrocinio V."
"0000009151","Austero, Cecilia S."
"0000009152","De Castro, Imelda"
"0000009153","Balatbat, Angelita C."
"0000009154","Villafuerte, Patrocinio V."
"0000009155","Santiago, Alfonso O."
"0000009156","Bernales, Rolando A."
"0000009157","Santiago, Erlinda M."
"0000009158","Santiago,Alfonso D."
"0000009160","Arrogante,Jose A."
"0000009160","Ayuyao,Nunilon G."
"0000009160","Lacanlale,Vilma M."
"0000009161","Panganiban,Jose Villa"
"0000009161","Matute,Genoveva E."
"0000009161","Panganiban,Consuelo T."
"0000009162","Santiago,Erlinda M."
"0000009162","kahayon,Alicia H."
"0000009162","Limdico,Magdalena P."
"0000009163","Ong,Bob"
"0000009164","Dunne,Lavon J."
"0000009165","Lee,Harper"
"0000009166","Van Pelt,Nancy"
"0000009167","Albano,Gisela May A."
"0000009167","Atole,Ronnel R."
"0000009167","Ariola,Rose Joy Y."
"0000009168","Articulo,Archimedes C."
"0000009168","Florendo,Gloria G."
"0000009169","Guimpatan,Josephine A."
"0000009169","Omas-as,Roberta L."
"0000009169","Capule,Ricardo B."
"0000009170","Sparks,Nicholas"
"0000009171","Coelho,Paulo"
"0000009172","Montgomery, L.M."
"0000009173","Krwlik,Nancy"
"0000009174","Sparks, Nicholas"
"0000009175","Speare, Elizabeth George"
"0000009176","Rodda, Emily"
"0000009177","Gliori, Debi"
"0000009178","Townsend, John Rowe"
"0000009179","Farndon, John"
"0000009180","Jones, Diana Wynne"
"0000009181","Pressler, Mirjam"
"0000009182","Naylor, Phyllis Reynolnds"
"0000009183","Nix, Garth"
"0000009184","Nix, Garth"
"0000009185","Nix, Garth"
"0000009186","Farndon, John"
"0000009187","Farndonh, John"
"0000009188","Farndon, John"
"0000009189","Nix, Garth"
"0000009192","Barbara Lowther"
"0000009193","Ainslie T. Embree"
"0000009196","Auren A. Lauengco"
"0000009196","Fe M. Navarro"
"0000009197","PAdilla, Cabrina Hurtado"
"0000009198","Lees, Jr., Charles D."
"0000009199","Harkavy Michael D."
"0000009200","Dixon, Bernard"
"0000009202","Stanlry Schindler"
"0000009203","Edward Humpray"
"0000009204","M.M. Walia"
"0000009205","M.W. Waka"
"0000009206","Ghai and Nandita Bhardwaj"
"0000009207","Taylor, Justin"
"0000009208","Baybay, Monina B."
"0000009209","Pagoso, Cristobal M."
"0000009210","Alba, Rene"
"0000009211","Ventura, Sylvia M."
"0000009212","Sta. Romana-Cruz, Neni"
"0000009213","Cruz, Neni Sta. Roman"
"0000009214","Ventura, Sylvia"
"0000009216","Ragans,Rosalinda"
"0000009217","Mittler,Gene"
"0000009218","Salas,Jessica Calfoforo"
"0000009220","Presster, Mirjam"
"0000009221","Nix, Garth"
"0000009222","Naylor, PHyllis Reynolds"
"0000009223","Fardom, John"
"0000009224","JOnes, Diana Wynne"
"0000009225","Townsend, John Rowe"
"0000009226","Gliori, Debi"
"0000009227","Rodda, Emily"
"0000009228","Speare, Elizabeth George"
"0000009229","Sparks, Nicholas"
"0000009231","Knaver, Kelly"
"0000009232","Ward, Annie W."
"0000009233","Paras-Perez, Rodolfo"
"0000009234","McEwan, Eline K."
"0000009235","Burden Paul R."
"0000009236","Bush, Tony"
"0000009236","Bell, Les"
"0000009237","Glatthorn, Allan A."
"0000009239","Tileston, Donna Walker"
"0000009240","Stone, Randi"
"0000009241","Daresh, JOhn C."
"0000009242","Davis, Paul"
"0000009245","Davis, Paul"
"0000009248"," Baker, Stanley B."
"0000009249","Beattie, Mary"
"0000009250","Kostelnik, Marjorie"
"0000009253","Thornton, Grant"
"0000009254","Walsh, Mike"
"0000009255","Rogers, Bill"
"0000009256","Zionts, Paul"
"0000009257","Tomlinson, Carol A."
"0000009258","Speck, Marsha"
"0000009259","Cohen, Louis"
"0000009260","ward, Mike"
"0000009261","Uranza, Azucena Grajo"
"0000009262","Uranza, Azucena"
"0000009263","Uranza, Azucena"
"0000009264","Uranza, Azucena Grajo"
"0000009265","Uranza. Azucena"
"0000009266","Santos, Bienvenido"
"0000009267","Dee, Howard Q."
"0000009268","Seefeldt, Carol"
"0000009269","Gonzales, Andrew"
"0000009271","Sanchez,Luz Barrios"
"0000009272","Laurel,Jose P."
"0000009273","Leogardo,Felicitas T."
"0000009273","Navarro,Josefina R."
"0000009274","Lauengco,Aurea A."
"0000009274","Navarro,Fe M."
"0000009275","Gonzales, Andrew, FSC"
"0000009276","Gil, Avelina J."
"0000009277","Retana, Wenceslao E."
"0000009278","Pirlo, Paolo O."
"0000009279","Lauengco, Aurea A."
"0000009280","Jansen, John S.V.D."
"0000009281","Gonzales, Bro. Andrew, FSC"
"0000009282","Ginsburg, Herbert P."
"0000009282","Gustafron, Deborah B."
"0000009283","Gonzales, Lydia F."
"0000009284","Gonzales, Andrew"
"0000009285","Nueva Espana, Rebecca C."
"0000009286","Madaann, Anil"
"0000009287","Be;vez, Paz M."
"0000009289","Salmorin"
"0000009290","Cabuhat, Arturo Sebastian"
"0000009291","Morano, Penla B."
"0000009292","Vico, Lorelei L."
"0000009293","Avena, Lorenza P."
"0000009294","Ventura, Sylvia"
"0000009296","Ventura, Sylvia"
"0000009298","De GUzman, Ines Alcantara"
"0000009299","Payawal, Pacifico"
"0000009301","Ehrlich, Eugene"
"0000009303","Mathson, Patricia"
"0000009304","Sta. Romana-Cruz, Neni"
"0000009305","Cruz, Neni Sta. Romana"
"0000009306","Linn, Dennis S.J."
"0000009307","Uygan, Felicitas R."
"0000009308","Col. Mabuhay, Felix M."
"0000009309","Baggett, Nancy"
"0000009310","Byrkit, Donald R."
"0000009311","Kinder, Faye"
"0000009312","rod, Robin"
"0000009313","Kliatico, Jacobson G."
"0000009314","Koffman, Elliot B."
"0000009316","Lodge, Diana"
"0000009317","Dillague, Nora M."
"0000009318","Lauengco, Auren A"
"0000009319","Fagela, Marlina L."
"0000009320","Finley, James"
"0000009321","Lovaski, Lawrence G., S.V.D."
"0000009322","Loorthusamy, Augustine"
"0000009324","MacCarthy, Mary"
"0000009325","Pirlo, Paolo O."
"0000009326","Pennock, Michael"
"0000009327","Gregory, Gayle"
"0000009328","Belvez, Paz M."
"0000009329","Gripaldo, Ronaldo M."
"0000009330","Mariano, M."
"0000009331","a, Basilio P."
"0000009332","Arceo, Liwayway"
"0000009333","Gilmour, H.B."
"0000009334","Harris, William"
"0000009335","Sebastian, Victoria V."
"0000009336","Zaide, Gregorio F."
"0000009337","Cristobal, Mirasol V."
"0000009338","Pulido, Paz N."
"0000009339","Meilach, Dona Z."
"0000009340","Dela Rosa Vilches V."
"0000009341","Serrano, Josephine B."
"0000009342","Dixon, Franklin W."
"0000009343","Gapuz, Rufino Sr. B."
"0000009344","Leuterio, Florida C."
"0000009345","Salandanan, Gloria G."
"0000009346","Leuterio, Florida C."
"0000009347","De jesus, Luisa M."
"0000009348","Cabato, Carmen M."
"0000009349","Reyes, Linda"
"0000009350","Rodillo, Gregorio M."
"0000009351","Ragans, Rosalinda"
"0000009352","Reynaldo, Ma. Carmina"
"0000009353","Rabago, Dr. Lilia M."
"0000009354","Rapatan, Miguel, FSC"
"0000009355","Lloyd, Susan M."
"0000009356","Reyes, Maurita M."
"0000009357","rpdillo, Gregorio"
"0000009358","Reyes, Gloria P."
"0000009359","Reyer. Gloria P."
"0000009360","Uranza, Azucena Grajo"
"0000009361","Thorpe, Bee"
"0000009362","Frias, Valeriana Cabasag"
"0000009363","Baltazar, Francisco Balagtas"
"0000009364","Galauran, Aiserio J."
"0000009365","Tiongson, Rosemarie Robles"
"0000009366","Saguilan, Arturo E."
"0000009367","Santiago, A.J."
"0000009368","Baltazar, Francisco, 1788 - 1862"
"0000009369","Philpot, Sarah"
"0000009370","Soriano, Corazon"
"0000009373","Pedregosa, Elma F."
"0000009374","Lianko, Aurora A."
"0000009375","Merki, Mary Bronson"
"0000009376","Thompson, Frank A."
"0000009377","Merki, Mary Bronson"
"0000009378","Warner, Gertude Chandler"
"0000009379","Manggubat, Maricar R."
"0000009381","Chopra, Deepak"
"0000009383","Finley, James"
"0000009384","Salazar, Zeus A."
"0000009385","Cook, Grace"
"0000009386","Baltazar, Francisco Balagtas"
"0000009388","Stewart, Martha"
"0000009389","Paterno, Maria Elena"
"0000009390","Koss, Roberta"
"0000009391","Pasachoff, Jay M."
"0000009392","Panganiban, J. Villa"
"0000009395","Stewart, Jilhian"
"0000009395","Cranshaw, Kate"
"0000009396","Soriano, Luz Emmanuel R.A."
"0000009397","Savary, Louis M."
"0000009398","Savary, Louis M."
"0000009399","Tiongson, Ana V."
"0000009400","Carino, Isidro G."
"0000009401","Carino, Isidro D."
"0000009402","carino, Isidro D."
"0000009403","Elledge, Robin L."
"0000009404","Fernandez, Aurelio"
"0000009405","Dumol, Paul A."
"0000009406","Stahl, Lesley"
"0000009407","Baun, Frank L."
"0000009408","Bronte, Emily"
"0000009409","Alba, Rene"
"0000009410","Fernandez, Aurelio"
"0000009411","Bhardwaj, Nandita"
"0000009412","M.M. Walia"
"0000009413","Malkani, Vikas"
"0000009414","Bhandwaj, Nandita"
"0000009415","Sabharwal, Bhavana"
"0000009416","Rohr, Richard"
"0000009417","Bhandwaj, Nandita"
"0000009418","Dumol, Paul A."
"0000009419","Carino, Isidro G."
"0000009421","Reyes, Flordeliza Clemente"
"0000009423","Freyne, Sean"
"0000009424","Malkani, Vikas"
"0000009426","Sabharwal, Bhavana"
"0000009427","MoLONET,Francis J."
"0000009428","Edmark,Tomima"
"0000009429","Waka,M.W."
"0000009430","Malkani,Vikas"
"0000009431","Taylor,Justin"
"0000009432","Lesser,R.H."
"0000009433","Fuster,J.M"
"0000009434","Baybay, Monina B."
"0000009435","Allen, James"
"0000009436","Bhardwaj, Nandita"
"0000009438","Auvil, Daniel L."
"0000009439","Alba, Rene"
"0000009440","Aquino, Gaudencio V."
"0000009441","Vaili, Rachel"
"0000009442","Terban, Marvin"
"0000009443","Corpuz, Jaime Salvador"
"0000009444","Suzanne, Jamie"
"0000009445","Suzanne, Jamie"
"0000009446","Suzanne, Jamie"
"0000009447","Suzanne, Jamie"
"0000009448","Suzanne, Jamie"
"0000009449","Suzanne, Jamie"
"0000009450","Suzanna, Jamie"
"0000009451","Biggs, Alton"
"0000009452","Aldanov, Mark"
"0000009453","christie, Amanda"
"0000009454","Vail, Rachel"
"0000009455","Suzanne, Jamie"
"0000009456","Vails, Rachel"
"0000009457","Suzanne, Jamie"
"0000009458","Suzanne, Jamie"
"0000009460","Ellerbee, Linda"
"0000009461","Warner, Gertude Chandler"
"0000009462","Warner, Gertude Chandler"
"0000009463","Applegate, K.A."
"0000009464","Applegate, K.A."
"0000009465","Applegate, K.A."
"0000009466","Applegate, K.A."
"0000009467","Dewey, Melvil"
"0000009468","Jonsson, R.E."
"0000009469","Nicoll, Bruce"
"0000009470","Holland, William"
"0000009471","Morris, Darlene Bennett"
"0000000000","jardin, lucina"
"0000009473","Skill, Elaine Strong"
"0000009474","Force, Louraine M."
"0000009475","Dibble, Terry J."
"0000009478","Abriol, Mons Jose C."
"0000009480","Ellerbee, Linda"
"0000009481","Cruz, Isagani R., Ph.D."
"0000009482","Cruz, Isagani R., Ph.D."
"0000009483","Corbeil, Jean-Claude"
"0000009484","Cabanban, Evelyn F."
"0000009485","Dadufalsa, Corazon P."
"0000009486","Calixihan, Jovita C."
"0000009487","Cabato, Carmen M."
"0000009490","Dickens, Charles"
"0000009491","Alcott, Lovista M."
"0000009492","Dickens, Charles"
"0000009493","Caplan, Leslie"
"0000009494","Dickens, Charles"
"0000009495","Duane, Diane"
"0000009496","Dickens, Charles"
"0000009497","Doyle Conan, Arthur"
"0000009498","Doyle Conan, Arthur"
"0000009499","Cooper, Fenimore James"
"0000009500","Eliot, George"
"0000009501","Dickens, Charles"
"0000009502","Friedman, Michael Jan"
"0000009503","Alba, Rene"
"0000009504","Aquino, Francisca Reyes"
"0000009505","Aquino, Francisca Reyes"
"0000009506","Aquino, Francisca Reyes"
"0000009507","Aquino, Francisca Reyes"
"0000009508","Aquino, Francisca Reyes"
"0000009509","Collin, SM. H."
"0000009511","Alba, Rene"
"0000009512","Adonis, Milagros W."
"0000009513","Acedemia, Ester P."
"0000009514","Aquino, Francisca Reyes"
"0000009515","Alba, Rene"
"0000009516","Bulalacao, Lolita J."
"0000009517","Brown, Lester R."
"0000009518","Cruz, Roberto P."
"0000009521","Cruz, Nonita Ligon, BSE"
"0000009522","Anastacio, Teresita M."
"0000009523","Tamedles, Nida S."
"0000009524","Quick, Horace F."
"0000009525","Quilang, Tomas M."
"0000009526","Favilla, Raymundo A., Ph.D."
"0000009527","Fajardo, Amparo M."
"0000009528","Ebbing, Darrell D."
"0000009529","Eubanks, Eddye"
"0000009531","delos Santos, Ricardo B."
"0000009532","Flores, Robert M."
"0000009533","Cabuhat, Arturo Sebastian"
"0000009534","Delaney, John J."
"0000009535","Ugnayan, Felicitas R."
"0000009536","Andres, Tomas D."
"0000009538","Cruden, Alexander, A.M."
"0000009540","Cruz, Isagani R. Ph. D."
"0000009541","Dee, Howard Q."
"0000009543","Coralyo, Victoria A."
"0000009544","Raflores, Ester V."
"0000009545","Cruz, Teresita Cristobal"
"0000009546","De La Cerna, Eleanor R."
"0000009547","Cruz, Teresita Cristobal"
"0000009548","Anastacio, Teresita M."
"0000009549","Agustine, Adoracion M."
"0000009550","Cruz, Teresita C."
"0000009551","Ansay, Rolando A."
"0000009552","Cabansay, Myrna Arendoque"
"0000009553","Dadufalsa, Corazon P."
"0000009554","Capco, Carmelita M."
"0000009555","Madriaga, Estrelita A."
"0000009556","Gerona, Zonia M."
"0000009557","Serrano, Josephine B."
"0000009558","Serrano, Josephine B."
"0000009559","Serrano, Josephine B."
"0000009561","serrano, Josephine B."
"0000009562","Serrano, Josephine B."
"0000009563","Potenciano, Eduardo Cajalne"
"0000009564","Bell, Kathleen L."
"0000009565","Alba, Rene"
"0000009566","Alba, Rene"
"0000009567","Alba, Rene"
"0000009568","Hodgins, Francis"
"0000009569","Cabuhat, Arturo Sebastian"
"0000009570","Cabuhat , Arturo Sebastian"
"0000009571","Dillague, Nora M."
"0000009572","Cabanilla, Josefina Q."
"0000009573","Cabigao, Imelda P."
"0000009574","Punsalan, Twila G."
"0000009575","Avena, Lorenza P."
"0000009576","Batnag, Aurora E."
"0000009577","Bautista, Ma. Lourdes S."
"0000009578","Bilog, Erlind A."
"0000009579","Best, jonathan"
"0000009580","Dominguez, Leticia F."
"0000009581","Espiritu, Clemencia C."
"0000009582","Fortunato, Teresita F."
"0000009583","dilao, Soledad Jose"
"0000009584","Dangalio, Policarpio G., M.A."
"0000009585","Ching, Gregorio"
"0000009586","Dago, Jesse D."
"0000009587","Fajardo, Liberted V."
"0000009588","Fortunato, Teresita F."
"0000009589","Errico, Rocco A."
"0000009590","Dominguez, Leticia F."
"0000009591","Dryden, Beverly"
"0000009594","Emiliani, Cesare"
"0000009595","Eicholz, Robert E."
"0000009596","Aguilar, consolacion A."
"0000009597","Aguilar, Consolacion A."
"0000009598","Aguila ,Ma. Celste Del Rosario"
"0000009599","Anastacio,Teresita M."
"0000009599","Cruz,Teresita C."
"0000009600","Badua,Zenaida"
"0000009600","Ruiz,Zenaida and other."
"0000009601","Batnag,Aurora E."
"0000009601","Espiritu,Clemencia C."
"0000009603","Felix,Jiri"
"0000009604","Fisico,Misael Jose S."
"0000009604","Sia,Lucy O. and other"
"0000009605","Punsalan,Twila G."
"0000009606","Bilgera,Melchora Damian"
"0000009606","Montealegre,Ma.Antonia Cusi and other"
"0000009607","Esto,Rey"
"0000009608","Eugenio,Damiana L."
"0000009609","estioko, Leonardo R., SVD"
"0000009610","Quirino, Carlos"
"0000009611","Esto, Rey"
"0000009612","Fox, Robert A."
"0000009613","Febre, Francisco A., Jr."
"0000009614","Dy, Eben S."
"0000009615","Feliciano, Evelyn Miranda"
"0000009616","Andres, Tomas D."
"0000009617","Anderson, Clifford R., M.D."
"0000009619","Anastacio, Teresita M."
"0000009620","Ba帶s, Reymundo C."
"0000009621","Cooper, James Fenimore"
"0000009622","Abueva, Jose V."
"0000009623","Avena, Lorenza P."
"0000009624","Vega, Milagros A."
"0000009625","Oddie, Jane"
"0000009626","Hardy, Richard P."
"0000009627","hendrick, Herman"
"0000009629","Edward, George c."
"0000009630","nix, Garth"
"0000009631","pacis, Carla M."
"0000009632","Pacis, Carla M."
"0000009633","Paulsen, Gary"
"0000009634","Pacis, Carla M."
"0000009635","Pacis, Carla M."
"0000009636","Paulsen, Gary"
"0000009637","Harris, Joshua"
"0000009638","Paulsen, Gary"
"0000009639","Paulsen, Gary"
"0000009640","Paulsen, Gary"
"0000009641","Twain, Mark"
"0000009642","Hawthorne, Nathaniel"
"0000009643","Crane, Stephen"
"0000009644","James, Henny"
"0000009646","James, Henny"
"0000009647","Wharlton, Edith"
"0000009648","Shakespeare, William"
"0000009649","Saavedra, Miaguel De Cervantes"
"0000009650","Shakespeare, William"
"0000009651","Shakespeare, William"
"0000009652","Dumas, Alexandre"
"0000009653","Frank, Anne"
"0000009654","Colfer, Eoin"
"0000009658","Blyton, Enid"
"0000009659","Blyton, Enid"
"0000009660","Blyton, Enid"
"0000009661","Lyton, Enid"
"0000009662","Lyton, Enid"
"0000009664","Apple, Michael"
"0000009665","Sprgeon, Maureen"
"0000009666","Willson, Sarah"
"0000009667","Giff, Patricia Reilly"
"0000009668","Applegate, K.A."
"0000009669","Winthrop, Elizabeth"
"0000009670","Wayne, Jenifer"
"0000009671","Dickens, Charles"
"0000009672","Weiss, Ellen"
"0000009673","Weiss, Ellen"
"0000009674","Pie彗owski, Jan"
"0000009676","Davis, John"
"0000009677","Mouse, Ralph S."
"0000009678","Fraser, Lindsey"
"0000009679","Grant, Alan"
"0000009680","Abbott, Tony"
"0000009681","Rogers, Amy Keating"
"0000009682","Mooney, E.S."
"0000009683","Mooney, E.S."
"0000009684","Stine, R.L."
"0000009685","Schulz, Charles M."
"0000009686","Spurgeon, Maureen"
"0000009687","Herman, Gail"
"0000009688","Lawrence, Jan"
"0000009689","Schulz, charles M."
"0000009690","Spurgeon, Maureen"
"0000009691","Jone, Marcia Thornton"
"0000009692","Twain, Mark"
"0000009693","Rogers, Amy Keating"
"0000009694","Jones, Marcia Thornton"
"0000009695","mooney, E.S."
"0000009696","Simon, Francesca"
"0000009697","Simon, francesca"
"0000009698","Simon, Francesca"
"0000009699","Stine, R.L."
"0000009700","Stine, R.L."
"0000009701","Stine, R.L."
"0000009702","Stine, R.L."
"0000009703","Stine, R.L."
"0000009704","Stine, R.L."
"0000009705","Stine, R.L."
"0000009706","Stine, R.L."
"0000009707","Stine, R.L."
"0000009708","Spurgeon, Maureen"
"0000009709","Stine, R.L."
"0000009710","Stine, R.L."
"0000009711","Stine, R.L."
"0000009712","Stine, R.L."
"0000009713","Stine, R.L."
"0000009714","De Silva, Anne"
"0000009715","De Silva, Anne"
"0000009716","De Silva, Anne"
"0000009720","Stine, R.L."
"0000009721","Hoffmann, E.T.A."
"0000009722","West, Tracey"
"0000009724","Packard, Edward"
"0000009725","Golden, Christopher"
"0000009726","Zelinsky, Paul O."
"0000009729","Dubowski, Cathy East"
"0000009730","Dadey, Debbie"
"0000009731","Irving, Washington"
"0000009732","Petres, Mike"
"0000009733","Peter, Mike"
"0000009734","Jones, Marcia Thorton"
"0000009735","Peters, Mike"
"0000009736","Preller, James"
"0000009737","Lenhard, Elizabeth"
"0000009738","Grant, John"
"0000009739","Dubowski, Cathy East"
"0000009740","Lewman, David"
"0000009741","Willson, Sarah"
"0000009742","Lewman, David"
"0000009743","Rosado, Maria"
"0000009744","Willson, Sarah"
"0000009745","West, Tracey"
"0000009746","Hill, Laban Carrick"
"0000009748","Packard, Edward"
"0000009749","Carroll, Leweis"
"0000009750","de Silva, Anne"
"0000009751","De Silva, Anne"
"0000009752","de Silva, Anne"
"0000009753","West, Tracey"
"0000009754","Lahey, Vince"
"0000009755","Lewman, David"
"0000009756","Lewman, David"
"0000009757","Abbott, Tony"
"0000009758","Lewis, C.S."
"0000009759","Duey, Kathleen"
"0000009760","Duey, kathleen"
"0000009761","Duey, Kathleen"
"0000009762","Roy, Ron"
"0000009763","Herman, Gail"
"0000009764","Peters, Mike"
"0000009765","Peters, Mike"
"0000009766","Leibold, Jay"
"0000009767","Giff, Patricia Reilly"
"0000009768","Grant, John"
"0000009769","Grant John"
"0000009771","kavanagh, Jack"
"0000009772","Karmer, Edward L."
"0000009776","Keene, Carolyn"
"0000009777","Hill, Labore Carrick"
"0000009778","Lomeda, Restuto R."
"0000009779","Ladera, Helen P."
"0000009780","Ladera, Helen P."
"0000009781","Laird, Elizabeth"
"0000009782","Laird, Elizabeth"
"0000009783","Laird, Elizabeth"
"0000009784","Laird, Elizabeth"
"0000009785","Johnson, Julie West"
"0000009786","Hodgins, Francis"
"0000009787","Halling, Nick"
"0000009788","Hillton, Christopher"
"0000009789","Horowitz, I.A."
"0000009790","Hollen, Norma"
"0000009791","Halsey, William D."
"0000009793","Hanrahan, Paul"
"0000009794","Hornilla, Violeta E."
"0000009795","Horowitz, Anthony"
"0000009798","Heilman, Arthur W."
"0000009802","Linn, Mathew"
"0000009803","Loorthusamy, Augustine"
"0000009804","Leogardo, Felicitas Tensuan"
"0000009805","Luna,Telesforo W., Jr. Ph.D."
"0000009806","Leuterio, Florida C."
"0000009807","Leuterio, Florida C."
"0000009808","Leuterio, Florida C."
"0000009809","Lina, Mathew , S.J."
"0000009810","Leaterio, Florida C."
"0000009811","Grogono, Peter"
"0000009812","Goldstein, Bruce E."
"0000009813","Gonzales, Andrew, FSC"
"0000009814","Gabriel, Josefina P."
"0000009815","Gabriel, Josefina P."
"0000009816","Gabriel, Josefina P."
"0000009817","Ibita, Arsenia"
"0000009818","Galancio, Sr, Asteria , RVM, Ph. D."
"0000009819","Garcia, Jess D."
"0000009820","Levngco, Aurors"
"0000009823","Lopez, Lorna Fe P."
"0000009824","Limjap, Numides O."
"0000009825","Leuterio, Dr. Florida C."
"0000009826","McNally, Rand"
"0000009827","McKenzie, John L."
"0000009828","McFarland, Philip"
"0000009830","Mapa, Dr. Amelia P."
"0000009831","Mapa, Felina G."
"0000009832","Manubat, B."
"0000009833","Mangubat, R."
"0000009834","Magpantay, Nelia"
"0000009835","Magbaleta, Corazon G."
"0000009836","Magbaleta, Corazon G."
"0000009837","Madriaga, Ester R., Ed.D."
"0000009838","Mabanglo, Ruth elynia S."
"0000009839","Madriaga, Estrelita A."
"0000009841","Mellett, Peter"
"0000009842","mendoza, Estrella E."
"0000009843","Middlehurst, Tony"
"0000009844","Anderson, Clifford R., M.D."
"0000009845","Monton, Lilibeth Dayrit"
"0000009846","Mood, Alexander M."
"0000009847","Moore, Edwin"
"0000009848","Morris, Neil"
"0000009849","Otero, Mariette R."
"0000009850","Navarro, Dr. Josefina R."
"0000009851","Navarro, Josefina"
"0000009852","Navarro, Josefina"
"0000009853","Navaza, Delia Cordero"
"0000009854","Navaza, Delia Cordero"
"0000009857","Nocon, Ferdinand P."
"0000009858","Nueva espina, Rebecca C."
"0000009859","Orfan, Lucy J."
"0000009860","Nakpil, Lolita"
"0000009861","Opano, Jesusita L."
"0000009862","Navarrp, Purita"
"0000009863","Nava, Rebecca"
"0000009865","Packard, Dennis J."
"0000009866","Potenciano, Eduardo Cajalne"
"0000009867","Padin, Francis Freeman"
"0000009868","Panganiban, Consuelo Torres"
"0000009869","English Language - Dictionaries"
"0000009870","Payuwal, pacifico C., Ph. D."
"0000009871","Perna, Porita"
"0000009872","Pereyra, Julieta S."
"0000009873","Palenzuela, Samuel Julius"
"0000009874","suzane, Jervie"
"0000009875","Suzane, Jervie"
"0000009876","Suzane, Jervie"
"0000009877","Suzane, Jervie"
"0000009878","Suzane, Jervie"
"0000009879","Suzane, Jervie"
"0000009880","Frank, Anne"
"0000009881","Suzane, Jervie"
"0000009882","Suzanne, Jervie"
"0000009883","suzanne, Jervie"
"0000009884","Suzanne, Jervie"
"0000009885","Suzanne, Jervie"
"0000009886","Suzanne, Jervie"
"0000009887","Triola, Mario F."
"0000009889","Ulep, Soledad A."
"0000009890","Ulep, Soledad A."
"0000009891","Uygan, Felicitas R."
"0000009892","Uygan, Felicitas R."
"0000009894","Mathew, Martin S."
"0000009895","Miguel, Felix Mago"
"0000009896","Petter, Marguerete"
"0000009897","Niel, William"
"0000009898","Nida, Eugene A., Ph.D."
"0000009899","Pedrjas, Teresita"
"0000009900","Platon, Joselito Sanchez"
"0000009904","Nicdao, Ruth Merilyn N."
"0000009905","Norton, Peter"
"0000009906","Lauenggco, Aurea A."
"0000009907","Sta. Romana-Cruz, Neri"
"0000009908","La Putt, Juny Pilapil"
"0000009909","Salmorin, Lolita M."
"0000009910","Santos, Gil Norato C."
"0000009911","Savary, Louis M."
"0000009912","Savary, Louis M."
"0000009913","Shadish, Bill"
"0000009914","Shaw, William H."
"0000009915","Sta. Maria Felice, Prudente"
"0000009916","Wilbour, Charles E."
"0000009917","Webb, Mary"
"0000009918","Toy, Josephine"
"0000009919","Thiong's Wa, Ngugi"
"0000009920","Stoker, Bram"
"0000009922","Shakespeare, William"
"0000009926","Whitney, Norman"
"0000009927","Sick, Marguerite"
"0000009928","Sweetnam, polly"
"0000009929","Twain, Mark"
"0000009930","Mendinueto, Dr. Cleofe C."
"0000009931","Sherman, D.R."
"0000009932","Shute, Nevil"
"0000009933","Smith, Wilbur"
"0000009934","Smith, Wilbur"
"0000009935","Wilde, Oscar"
"0000009936","Tarner, Margaret"
"0000009937","Stevenson, Robert Lovis"
"0000009938","Whitney, Norman"
"0000009939","Shelley, Mary"
"0000009940","Stevenson, Robert Lovis"
"0000009941","Steinbeck, John"
"0000009942","Steinbeck, John"
"0000009943","Steinbeck, John"
"0000009944","Steinbeck, John"
"0000009945","Suzane, Jervie"
"0000009946","Ulep, Soledad A."
"0000009949","Ventura, Silvia"
"0000009950","Ventura, Sylvia"
"0000009951","Mahler, Henry R."
"0000009952","Maitland - Jones, J.F."
"0000009954","Silver, Donald M."
"0000009956","Slettner, Morey"
"0000009957","Strong, william"
"0000009958","Strong, William"
"0000009959","Guzman, Matilde P."
"0000009960","Gonzales, ANdrew, FSC"
"0000009961","Gonzales, Bro. ANdrew, FSC"
"0000009962","Gonzalez, Andrews"
"0000009963","Gonzales, Lydia F."
"0000009964","Pereira, Anty"
"0000009965","Reyes, Francisca Tolentino"
"0000009966","Ruhen, Cart"
"0000009967","Sandoval, Maria Teresa G."
"0000009968","Scariano, Margaret"
"0000009969","Schock, Bill, S.J."
"0000009970","Sears, Minnie Earl, 1873-1933"
"0000009971","Sebastian, Victoria Villanueva"
"0000009972","Seidl, Jennifer"
"0000009973","Serrano, Josephine B."
"0000009974","Serrano, JosephineB."
"0000009975","Nakpil, Lolita R."
"0000009976","Nelson, Gertude Mueller"
"0000009977","Oakes, Jeannie"
"0000009978","Otto, James H."
"0000009979","Padasas, Teresita P."
"0000009980","Pascua, Leonarda B."
"0000009981","Paterno, Ma. Elena"
"0000000000","jardin, lucina"
"0000009983","Paterno, Ma. Elena"
"0000009984","Plante, Anne"
"0000009986","Putzu, Salvatone"
"0000009987","Madriaga, Estrellita A."
"0000009988","Main, John, OSB"
